"id","url_id","hotel_id","language","event_type","status","error_message","duration_ms","worker_id","extra_data","scraped_at"
"d7857591-0723-4c17-87e5-a7dc121fefb3","b11d495e-e0c8-4133-b24a-54d7d724eef1",NULL,"de","scrape_success","done",NULL,270098,NULL,"{}","2026-03-10 22:37:41.422941+00"
"6ea1e094-c24d-4a64-a5a1-43ec568c9b99","329c7a66-7df2-4833-b5d9-5112df670761",NULL,"de","scrape_success","done",NULL,171942,NULL,"{}","2026-03-10 22:39:10.836327+00"
"910148b8-e366-481e-925b-109050170e9b","b11d495e-e0c8-4133-b24a-54d7d724eef1",NULL,"fr","scrape_success","done",NULL,178127,NULL,"{}","2026-03-10 22:40:39.816354+00"
"b6cdfb9a-1969-4853-b911-f8bc5ea79063","329c7a66-7df2-4833-b5d9-5112df670761",NULL,"fr","scrape_success","done",NULL,178363,NULL,"{}","2026-03-10 22:42:09.443833+00"
"4c76b368-f69e-4379-a69c-7c0d328c2692","b11d495e-e0c8-4133-b24a-54d7d724eef1",NULL,"it","scrape_success","done",NULL,179514,NULL,"{}","2026-03-10 22:43:39.612582+00"
"e56549dd-07bc-434c-863d-57f543bd7b88","329c7a66-7df2-4833-b5d9-5112df670761",NULL,"it","scrape_success","done",NULL,179186,NULL,"{}","2026-03-10 22:45:08.900884+00"
"22071752-99b4-4614-8720-d8233ca32662","b11d495e-e0c8-4133-b24a-54d7d724eef1",NULL,"nl","scrape_success","done",NULL,177332,NULL,"{}","2026-03-10 22:46:37.225402+00"
"8a9ae2b1-a4b2-48b6-9d00-18efe045149d","329c7a66-7df2-4833-b5d9-5112df670761",NULL,"nl","scrape_success","done",NULL,177949,NULL,"{}","2026-03-10 22:48:07.082922+00"
"bc58e081-6451-41c2-871c-3d41d9a89033","b11d495e-e0c8-4133-b24a-54d7d724eef1",NULL,"pt","scrape_success","done",NULL,178128,NULL,"{}","2026-03-10 22:49:35.667234+00"
"4cb51841-5217-4ada-a0be-49c3f8855ac7","329c7a66-7df2-4833-b5d9-5112df670761",NULL,"pt","scrape_success","done",NULL,176780,NULL,"{}","2026-03-10 22:51:04.105214+00"
"8ba62d46-e27a-43f9-84b9-a6c783538578","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"es","scrape_success","done",NULL,177596,NULL,"{}","2026-03-10 22:52:33.931001+00"
"4f7026c3-36cc-4137-be9c-73e10da76f7b","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"es","scrape_success","done",NULL,178816,NULL,"{}","2026-03-10 22:54:03.244804+00"
"1bf21452-b4cd-4fd4-af06-f0c888311bdc","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"en","scrape_success","done",NULL,287145,NULL,"{}","2026-03-10 22:57:21.504278+00"
"57324b3b-289e-4226-bc23-50df1d2ff87e","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"en","scrape_success","done",NULL,395512,NULL,"{}","2026-03-10 23:00:39.142438+00"
"033c9f37-b73f-4d02-8d0a-4b587ac56082","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"de","scrape_success","done",NULL,276357,NULL,"{}","2026-03-10 23:02:09.741741+00"
"333733b9-7c4a-411e-92fc-72cf882b1fea","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"de","scrape_success","done",NULL,167120,NULL,"{}","2026-03-10 23:03:38.59007+00"
"3a29e193-54c7-4d92-a78a-4b3acd0ea967","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"fr","scrape_success","done",NULL,177559,NULL,"{}","2026-03-10 23:05:07.840317+00"
"0735f289-52a3-4e69-bd51-3ae10e7c2aca","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"fr","scrape_success","done",NULL,179055,NULL,"{}","2026-03-10 23:06:37.942496+00"
"1cc58175-13b0-440e-843a-f0c8670b6f8a","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"it","scrape_success","done",NULL,180381,NULL,"{}","2026-03-10 23:08:08.720504+00"
"7a86fd3a-27de-4913-8439-63d4d8acefbd","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"it","scrape_success","done",NULL,180420,NULL,"{}","2026-03-10 23:09:38.753161+00"
"fbb16533-e31e-4c44-b8bb-24da541d0ce2","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"nl","scrape_success","done",NULL,178241,NULL,"{}","2026-03-10 23:11:07.443413+00"
"708ceb16-a6fc-4f86-9896-c06442b8c8a2","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"nl","scrape_success","done",NULL,176715,NULL,"{}","2026-03-10 23:12:35.776234+00"
"576ec3ad-b13f-4f65-909a-03f78155f15b","b06e2470-b32d-46dc-a0c4-44b7e42168bd",NULL,"pt","scrape_success","done",NULL,178562,NULL,"{}","2026-03-10 23:14:06.400777+00"
"bce38237-36da-47a1-9a16-85c9d57581e8","2e48a34b-1e6d-4250-a62d-58c60f5ccfd6",NULL,"pt","scrape_success","done",NULL,178842,NULL,"{}","2026-03-10 23:15:35.054926+00"
"1871fd48-3659-44fe-b8f4-6767f51711d0","3004efe0-ccca-48d4-bac8-f1dbc3fd93d5",NULL,"en","scrape_success","done",NULL,392451,NULL,"{}","2026-03-10 23:25:09.080054+00"
